기준일자,KOSPI지수,A000270(기아),A000660(SK하이닉스),A005380(현대차),A005490(POSCO홀딩스),A005930(삼성전자),A005935(삼성전자우),A006400(삼성SDI),A035420(NAVER),A035720(카카오),A051910(LG화학)
20130219,1985.83,53700,25850,210500,364000,29840,17960,140000,77848,19549,301500
20130220,2024.64,54700,26500,217000,371000,30900,18360,143000,82085,19569,306000
20130221,2015.22,55100,26600,216000,364500,31000,18100,141000,82085,19389,303500
20130222,2018.89,55500,26400,219000,363000,30600,18200,142000,82713,19489,300500
20130225,2009.52,55000,26300,214500,358000,30600,17880,141500,82399,19389,299500
20130226,2000.01,54500,26550,213500,355500,30540,17500,138500,83027,19208,299000
20130227,2004.04,55400,26250,215000,352500,30540,17420,138500,82870,19208,294500
20130228,2026.49,55900,26500,218000,353500,30880,17600,139000,82556,19188,296500
20130304,2013.15,56100,26000,219500,343000,30780,17640,139000,86323,18987,287500
20130305,2016.61,55200,27000,221000,340500,31000,17680,139500,86166,19068,286000
20130306,2020.74,54000,28000,217500,341500,31200,17880,140000,84754,18987,288000
20130307,2004.40,53900,28150,216000,340000,30400,17400,138500,84126,18947,286000
20130308,2006.01,53300,28250,213500,342500,29980,17360,142000,86009,18726,286500
20130311,2003.35,52200,28600,208500,340500,30160,17540,141500,82870,18626,283000
20130312,1993.34,52400,28100,210500,337500,29880,17460,141500,82085,18606,281000
20130313,1999.73,52600,28300,210000,336000,30540,17720,141500,83027,18084,280000
20130314,2002.13,53100,28900,212000,334500,30400,17680,143000,82556,17803,277500
20130315,1986.50,54200,28800,220000,329000,29600,17400,141000,82713,18385,273000
20130318,1968.18,54000,28400,219000,326000,28900,17020,140000,82870,18225,268500
20130319,1978.56,54400,28650,218000,325000,29500,17360,140500,85695,18445,267000
20130320,1959.41,54400,28600,217500,323000,29200,17180,138000,84439,18385,270000
20130321,1950.82,54900,28050,215000,322000,29140,17140,137000,85067,18365,275500
20130322,1948.71,55100,28300,214500,321500,29100,17100,138000,86323,18405,272000
20130325,1977.67,55600,29050,215500,323000,29900,17400,140000,84910,18405,272500
20130326,1983.70,55700,29500,220500,324500,30180,17440,140000,83655,18465,270000
20130327,1993.44,56900,29450,224000,327000,30080,17380,139500,84754,18365,270000
20130328,1993.52,56100,29250,223500,327000,30200,17360,140500,84126,18305,265000
20130329,2004.89,55600,28750,224000,326000,30540,17520,140500,86951,18405,268000
20130401,1995.99,55100,28650,222000,325000,30240,17440,139000,92287,18646,267500
20130402,1986.15,55300,28400,219500,321500,30500,17520,137500,90247,18325,259500
20130403,1983.22,55100,28900,218000,323000,30420,17400,136500,90247,18044,251000
20130404,1959.45,53300,29200,207000,321000,30120,17420,133000,89933,18164,245500
20130405,1927.23,50800,28550,198000,312500,30100,17220,127000,89776,17964,239000
20130408,1918.69,50700,27900,198000,311500,30400,17360,125500,87108,17241,244000
20130409,1920.74,51600,27800,198500,312000,30560,17660,125000,86951,17141,245500
20130410,1935.58,52400,27950,201000,320000,30420,17720,126500,85381,17422,253500
20130411,1949.80,53200,29000,200500,322000,30800,17980,128000,87893,17402,254500
20130412,1924.23,52100,28800,197000,320500,30340,17780,125000,91659,17060,243500
20130415,1920.45,51400,29150,193000,324000,30460,17640,127000,90247,16518,242000
20130416,1922.21,51500,29100,191500,320500,30560,17680,127000,95583,17542,239500
20130417,1923.84,52000,28750,192500,320000,30360,17800,126500,92915,17522,243000
20130418,1900.06,51000,27900,188500,315500,29660,17500,122500,91031,16960,245500
20130419,1906.75,50400,28800,183500,320500,29500,17340,123500,91345,17502,251000
20130422,1926.31,49650,29000,183000,320500,30060,17400,124000,90718,17703,254500
20130423,1918.63,49550,28850,184000,319500,29660,17600,122500,91345,18265,250000
20130424,1935.31,50300,29100,185000,319500,29720,17600,124500,90718,18225,253500
20130425,1951.60,52500,29500,195500,322500,29880,17540,125000,90875,18225,257500
20130426,1944.56,52600,29450,194000,316000,29720,17580,124000,89933,18225,254000
20130429,1940.70,54200,29550,197000,312500,29620,17360,124000,90090,18365,250500
20130430,1963.95,54800,29900,199500,314000,30400,17420,128500,92915,18064,260000
20130502,1957.21,55200,29450,197500,314000,30560,17400,128000,94170,18225,256000
20130503,1965.71,56600,29550,202000,316500,30700,17620,128000,93857,18265,257000
20130506,1961.48,55800,28900,199000,319000,30280,17900,128000,93229,18405,261500
20130507,1954.35,54700,28600,194500,319000,29860,17440,127500,92915,18706,261500
20130508,1956.45,53800,28550,193000,320500,29760,17620,127500,94327,18425,262500
20130509,1979.45,53900,29050,193500,323500,30300,17800,128500,90561,18184,268500
20130510,1944.75,52100,29100,189000,319500,29520,17600,126500,91188,18064,266500
20130513,1948.70,52500,29100,188500,321500,29540,17820,126500,91659,17562,266500
20130514,1968.83,54500,29500,193500,322500,30000,18260,126500,90718,17362,271500
20130515,1971.26,54700,29750,193000,318500,30000,18240,126000,91973,17261,273000
20130516,1986.81,54600,30050,196000,322000,30160,18720,127000,98879,17622,275000
20130520,1982.43,54900,30700,198500,323000,29940,19520,128500,98251,17783,278000
20130521,1981.09,54600,30600,198500,321000,29840,19420,128500,100135,17763,277000
20130522,1993.83,57100,31300,202000,326000,30180,19220,128500,99507,17582,275500
20130523,1969.19,57300,31400,202500,325000,29680,18920,126500,96996,17121,265500
20130524,1973.45,57700,31400,204000,326000,29720,18740,127000,98251,17040,259500
20130527,1979.97,58400,31400,207000,325000,29780,18720,129500,97937,16659,256000
20130528,1986.22,57700,31400,206500,324000,29680,18740,130000,98879,16779,259000
20130529,2001.20,59300,32000,208500,324500,30240,18860,136000,99821,17301,259000
20130530,2000.10,59200,31850,209500,324500,30880,19740,138000,96368,17201,262500
20130531,2001.05,59300,32200,212500,322000,30760,19800,143500,95740,17121,273500
20130603,1989.57,59700,31900,214500,322500,30640,19220,141000,93543,16679,275000
20130604,1989.51,60900,32250,215000,323500,30800,18820,141500,91816,16719,272000
20130605,1959.19,59500,31150,210500,320500,30420,19000,141000,92915,16298,269000
20130607,1923.85,59000,31100,208000,319000,28540,17320,140500,91031,15876,265000
20130610,1932.70,58600,32650,206000,316500,28500,17500,137500,92601,16197,265000
20130611,1920.68,58300,32500,206500,316000,27780,17000,138500,94485,16017,259500
20130612,1909.91,57700,32350,203500,314500,27700,17360,138500,91816,16438,257500
20130613,1882.73,56500,32050,198000,313000,27140,17120,138500,87736,16458,256000
20130614,1889.24,57000,31500,197000,313500,27380,17140,142500,88206,16639,259000
20130617,1883.10,57100,30450,197000,312000,27320,17140,138500,88049,16278,259000
20130618,1900.62,58700,31750,204500,313000,27740,17240,141000,90090,16338,259500
20130619,1888.31,58700,31900,207500,313500,27380,17140,141500,87736,16418,254000
20130620,1850.49,58700,31050,207500,309500,26580,16400,141500,84910,16338,245500
20130621,1822.83,56900,30800,202000,294000,26500,16320,140000,86323,16358,237000
20130624,1799.01,56500,29750,202500,292500,26260,16440,138000,85067,16418,234000
20130625,1780.63,58200,29500,206000,293000,25940,16040,134000,84596,16298,233500
20130626,1783.45,58800,30250,208000,292500,25220,16260,134000,86637,15716,234500
20130627,1834.70,61100,30650,218000,294000,26780,17500,136000,86951,15916,242500
20130628,1863.32,62100,31200,225500,298500,26840,17680,136500,91188,15836,253000
20130701,1855.73,62000,31550,223000,296000,26520,17300,141500,91031,16057,252500
20130702,1855.02,59000,28800,215500,299500,26700,17080,144000,91973,16518,253000
20130703,1824.66,58200,28750,215000,294000,26020,16740,141000,91502,16518,250000
20130704,1839.14,58700,28750,214000,292500,26340,16700,144000,91188,16739,255000
20130705,1833.31,59900,28400,213500,296500,25340,16300,141500,90404,16779,257000
20130708,1816.85,59800,27800,214000,300000,24520,15940,140000,91188,16860,255000
20130709,1830.35,60400,28350,217500,300500,24740,16100,140000,92758,16860,257500
20130710,1824.16,60900,27500,219000,301500,24960,16080,141000,87893,16880,254000
20130711,1877.60,61500,28400,222000,310000,26240,17100,146000,91031,16880,264500
20130712,1869.98,58600,28500,209000,311000,26240,17100,147500,91031,16739,265500
20130715,1875.16,59600,28450,212500,313500,26260,17100,157000,89933,16779,274000
20130716,1866.36,58900,28450,213000,311000,25960,17000,157000,91816,16800,273000
20130717,1887.49,59700,28600,219000,313000,26400,17040,158000,91973,16840,273000
20130718,1875.48,60800,29200,221000,312000,25840,16500,162000,90404,16820,270000
20130719,1871.41,60700,28400,221500,310000,25460,16080,162000,88834,17201,269500
20130722,1880.35,60300,28000,222000,311000,25460,16020,162500,87108,17582,275500
20130723,1904.15,60100,28200,222000,321500,26140,16340,162000,88991,17582,279000
20130724,1912.08,60200,28550,223500,326500,26300,16420,164000,86637,17482,282000
20130725,1909.61,60800,28600,224500,327000,26300,16440,166000,87893,17422,283000
20130726,1910.81,61200,28150,225500,327000,26060,16200,164500,94485,17723,287000
20130729,1899.89,61300,27000,230000,324500,25660,16020,165000,92130,17562,289500
20130730,1917.05,63200,27100,237500,325500,25800,16100,166000,92130,17602,288500
20130731,1914.03,63700,27200,232500,323500,25600,16340,163000,92130,17602,282000
20130801,1920.74,63500,27400,231500,327500,25600,16220,168000,92130,17602,288000
20130802,1923.38,62300,27450,231500,335000,25720,16400,167500,92130,17622,288500
20130805,1916.22,62300,27400,230500,329000,25480,16340,164500,92130,17703,289000
20130806,1906.62,62800,27550,232500,325500,25080,16100,165500,92130,17783,287500
20130807,1878.33,60500,26550,225000,324000,24440,15900,162000,92130,17944,283500
20130808,1883.97,60800,26200,225000,323000,24340,15960,165000,92130,17964,287500
20130809,1880.71,60000,26650,221500,324500,24600,16300,163000,92130,17903,286000
20130812,1884.83,60500,27000,221000,330000,24640,16140,162500,92130,17261,287500
20130813,1913.03,61700,28300,227000,334000,25800,16980,163500,92130,17422,289000
20130814,1923.91,62500,29150,233000,335000,26000,17300,165500,92130,17281,294000
20130816,1920.11,62900,28700,236500,334500,25900,17480,165000,92130,17522,289500
20130819,1917.64,62900,28550,234500,332000,25720,17280,171000,92130,17663,288000
20130820,1887.85,61700,28500,229000,326500,25380,17460,164500,92130,17663,277500
20130821,1867.46,63000,28200,228500,323500,25120,17140,164000,92130,17663,271500
20130822,1849.12,62400,28050,228000,320500,25100,17020,163500,92130,17562,271000
20130823,1870.16,62600,28500,228500,321000,25900,17260,169500,92130,17783,275500
20130826,1887.86,63900,28350,237000,323000,26000,17400,176000,92130,17602,284500
20130827,1885.84,63800,27950,238000,323500,26080,17420,176500,92130,17522,283000
20130828,1884.52,65000,27700,240500,320500,26180,17440,176500,92130,17261,282000
20130829,1907.54,64600,27450,239500,321500,26880,17780,177000,96136,17643,287000
20130830,1926.36,67200,28250,249000,322500,27360,18380,169000,89426,17060,287500
20130902,1924.81,66200,28300,244500,321500,27020,18080,169500,90027,17422,288000
20130903,1933.74,65900,28450,242500,323000,26740,17680,170500,88725,17181,292000
20130904,1933.03,65500,28650,242500,321500,26800,17740,175000,87524,17241,294500
20130905,1951.65,66100,28150,244000,327500,27300,18020,174500,91429,17321,299000
20130906,1955.31,68100,27100,250500,330500,27380,18020,177000,91429,17562,304000
20130909,1974.67,67400,28450,248000,332000,27460,17860,172000,97338,17562,307500
20130910,1994.06,67900,28950,250000,338500,27920,17960,167000,104147,17663,309000
20130911,2003.85,68600,28900,248000,340000,28040,18040,170500,102545,18024,309000
20130912,2004.06,67000,28900,248000,331500,28200,18160,167000,105149,18184,308000
20130913,1994.32,67000,29000,248500,327000,28120,18040,170000,104348,18305,302000
20130916,2013.37,68900,29800,255500,329500,28500,18380,171000,105950,18325,311500
20130917,2005.58,68000,30300,256500,329000,27720,17840,169500,104948,18526,314000
20130923,2009.41,68000,30550,255000,327500,27200,17600,181000,108153,18465,317500
20130924,2007.10,68400,30500,255000,324000,27460,17340,182000,108754,18726,315000
20130925,1998.06,67000,29750,254000,322000,27280,17540,186000,111157,18787,313500
20130926,2007.32,66400,30350,256500,323500,27440,17420,192500,110757,18787,315500
20130927,2011.80,65700,30350,256500,323500,27320,17560,191500,111157,18827,319000
20130930,1996.96,65300,30250,251000,319500,27340,17520,187500,111558,18606,307500
20131001,1998.87,65800,29950,254500,312500,27640,17340,189500,111558,18967,303500
20131002,1999.47,62800,31150,247500,313000,28360,18020,190000,110957,19168,303500
20131004,1996.98,64200,32450,249500,312500,28360,18120,187500,109555,18967,299500
20131007,1994.42,63100,32900,247500,312000,28720,18300,188000,109755,19007,295000
20131008,2002.76,64000,32750,253500,311000,28600,18440,191000,114562,18987,306500
20131010,2001.40,65000,33600,260500,307500,28600,18600,190000,113761,18867,304500
20131011,2024.90,64600,33350,264500,310500,28860,18740,194500,116565,18867,311500
20131014,2020.27,63600,33100,262000,311500,28760,18880,194500,116164,18526,316000
20131015,2040.96,64600,33450,263500,312500,29140,19460,194500,126579,18646,323000
20131016,2034.61,64400,33400,266000,311500,29000,19060,189000,119169,18004,318000
20131017,2040.61,63800,33800,264500,312000,29260,19300,191500,122173,18004,320000
20131018,2052.40,63000,34600,256500,314500,29440,19400,196000,128181,17643,322500
20131021,2053.01,63700,34100,261000,315500,29280,19380,195500,133188,17903,311500
20131022,2056.12,63500,32600,262500,319500,29100,19400,198500,131186,18024,306500
20131023,2035.75,63700,32500,258500,320000,28840,19340,187000,123775,17763,303000
20131024,2046.69,63300,33100,253500,321500,28980,19400,188000,123775,18004,308500
20131025,2034.39,63600,32600,258500,320000,28980,19100,182000,121572,17843,299500
20131028,2048.14,63500,33100,265000,319500,29640,19560,183500,127781,18024,299000
20131029,2051.76,63000,31950,261500,319500,29800,19800,179500,126178,18064,303000
20131030,2059.58,61900,32850,261000,317500,30000,20580,187000,126178,17883,304000
20131031,2030.09,61700,31950,253000,316500,29300,20480,177000,119569,17763,299500
20131101,2039.42,61500,33250,254000,317000,30000,20600,181500,121171,17643,295000
20131104,2025.17,60600,33050,248000,317000,29980,20780,178000,117366,17562,290000
20131105,2013.93,60400,32550,244500,318000,29700,20500,177500,119569,17281,284500
20131106,2013.67,62900,32500,250000,325500,29020,20580,171500,116164,17562,284000
20131107,2004.04,63000,32350,254000,327500,28740,20740,172000,116765,17522,283000
20131108,1984.87,62800,32250,248500,325000,28200,19700,166500,112159,17542,284000
20131111,1977.30,62900,31500,247500,325000,28560,19700,167500,116164,17482,284000
20131112,1995.48,61800,31950,249000,330000,29120,20480,173500,122974,17101,285000
20131113,1963.56,60500,31550,244000,324500,28380,19600,169500,120170,16759,278000
20131114,1967.56,60500,32300,243000,324500,28480,19840,172500,124176,16438,276000
20131115,2005.64,61300,33700,249000,326500,29240,20180,173500,125578,16378,286500
20131118,2010.81,61100,33750,254000,327500,29480,20660,173500,125177,16599,289000
20131119,2031.64,62700,33450,258500,327500,29780,20740,168000,123775,17020,298000
20131120,2017.24,61700,32500,254500,328000,29400,20260,166500,126178,16659,294500
20131121,1993.78,61600,32050,253500,323500,28800,19980,163500,125177,16759,287000
20131122,2006.23,61400,32400,253000,324500,29000,19800,172000,127380,16699,291500
20131125,2015.98,61200,33250,252500,325500,29300,20160,172000,127380,16639,290500
20131126,2022.64,60800,33600,255000,324000,29580,19760,171500,127180,16559,287500
20131127,2028.81,60500,34600,257500,323000,29400,19700,172500,132788,16579,286000
20131128,2045.77,60200,35450,255000,324500,29880,19960,173500,139397,17020,288000
20131129,2044.87,60400,35400,252000,327500,29880,20060,175500,138596,17040,290500
20131202,2030.78,59600,35700,249500,333500,29340,20000,174000,137595,17040,288500
20131203,2009.36,56500,34700,239000,337000,29220,20300,169500,137394,17020,286000
20131204,1986.80,56600,34800,233000,336000,28640,20360,169500,134791,17000,283000
20131205,1984.77,56500,34250,232500,338000,28800,20040,169000,135392,16940,290000
20131206,1980.41,56800,35500,230000,334500,28560,19640,165000,142201,17422,291500
