기준일자,KOSPI지수,A000270(기아),A000660(SK하이닉스),A005380(현대차),A005490(POSCO홀딩스),A005930(삼성전자),A005935(삼성전자우),A006400(삼성SDI),A035420(NAVER),A035720(카카오),A051910(LG화학)
20110915,1774.08,67500,21100,198500,411500,15420,10980,113000,64350,26374,329500
20110916,1840.10,70000,21900,208000,424500,15960,10920,116000,64664,26594,343000
20110919,1820.94,69600,21000,206000,414000,16160,10920,114000,66076,26113,328500
20110920,1837.97,71500,21650,208500,413000,16220,11180,122000,68274,26795,328000
20110921,1854.28,72200,21600,211000,403500,16260,11160,121500,70628,29405,351500
20110922,1800.55,71600,21550,207000,386000,15800,10880,115000,70628,28702,335500
20110923,1697.44,67700,20250,197000,362000,15160,10260,105000,67646,27478,316500
20110926,1652.71,67000,19950,196000,358500,15500,10260,100000,66704,26635,299500
20110927,1735.71,71000,21250,207000,368500,16080,10780,110000,67803,28100,321500
20110928,1723.09,70800,20550,205000,368000,16140,11380,114500,68274,27919,313000
20110929,1769.29,71900,21850,211000,377000,16740,11440,119000,69372,28742,325000
20110930,1769.65,71900,21350,211000,371000,16800,11420,116000,71256,28782,321000
20111004,1706.19,69200,20700,205000,352500,16560,11560,111500,71256,26896,294000
20111005,1666.52,67000,20000,197000,351000,16840,11660,105000,72825,25250,285000
20111006,1710.32,66500,21200,194500,360000,17100,11980,120500,74238,26494,306000
20111007,1759.77,69400,21500,200000,376000,17200,11960,122000,69529,25169,322000
20111010,1766.44,68600,21950,197000,374000,17480,12020,127000,70628,25892,323500
20111011,1795.02,69600,22250,204500,385000,17620,12000,126500,70628,25491,337000
20111012,1809.50,70000,22550,207500,373500,17960,12060,125500,72668,26574,337000
20111013,1823.10,70000,21850,212000,376000,17800,12200,122500,72197,27096,338000
20111014,1835.40,70300,21950,212500,374000,17720,12200,126500,76906,28301,341500
20111017,1865.18,72000,21950,219500,376500,17800,12100,127000,78318,28020,348000
20111018,1838.90,71400,21800,217500,366000,17660,12000,124000,77220,29304,336000
20111019,1855.92,74000,21750,221500,372500,17720,12020,125000,80045,29344,340500
20111020,1805.09,71300,21050,215500,359500,18140,12020,128000,74552,28802,314500
20111021,1838.38,72400,23200,216500,360500,18340,12100,136000,73453,29706,343000
20111024,1898.32,74500,23900,228000,363500,18820,12240,137500,75650,29706,348000
20111025,1888.65,73700,23650,228000,366000,18900,12220,137500,75493,29284,350500
20111026,1894.31,73000,24150,223500,367000,18680,12020,139000,74238,29485,369000
20111027,1922.04,72800,23800,223500,385000,18480,11980,135500,74552,28020,377500
20111028,1929.48,72600,22900,225000,391000,18900,12500,133500,72668,26936,380000
20111031,1909.03,72300,22850,227000,389000,19360,12800,136000,73139,27277,364000
20111101,1909.63,74700,23900,231500,381000,19800,12840,136500,72197,26133,365500
20111102,1898.01,76100,24000,232000,377500,19420,12620,136500,73139,26795,360000
20111103,1869.96,74900,23300,231000,375500,19340,12340,135000,71569,26093,344500
20111104,1928.41,77400,24850,238000,379000,20100,12800,142000,73296,26474,372500
20111107,1919.10,76300,24100,237000,378500,19860,12720,141000,71883,27136,366500
20111108,1903.14,74900,23000,236500,380500,19400,12440,138000,72668,26956,363500
20111109,1907.53,74300,22050,235000,383500,19700,12860,138500,76278,28802,365500
20111110,1813.25,71700,21500,221500,363000,18700,12440,128500,72511,28361,349500
20111111,1863.45,74500,21550,228500,368000,19660,12780,130000,74395,28541,362000
20111114,1902.81,74800,22300,231500,385000,19920,12780,131000,75650,28481,372500
20111115,1886.12,73500,22050,230000,387000,19920,12400,127000,77691,27638,360000
20111116,1856.07,73000,22350,226000,384500,19500,12580,122000,75964,27739,354500
20111117,1876.67,73600,23200,226500,391500,19600,12600,125500,77534,28441,355000
20111118,1839.17,72700,23300,221500,380500,19260,12100,121500,74552,28040,335500
20111121,1820.03,71700,22900,218500,371500,19000,11940,119500,73139,27779,321000
20111122,1826.28,72400,23250,220500,366500,19260,12140,123500,76121,28441,325000
20111123,1783.10,71500,21850,215500,355000,18700,11580,120500,73610,28401,315000
20111124,1795.06,71400,22150,215500,360000,18860,11720,123000,74708,28843,320000
20111125,1776.40,68100,21750,208500,353000,18940,11660,122500,77063,28642,308000
20111128,1815.28,68800,23300,209000,364000,19560,12040,127000,77691,29505,311000
20111129,1856.52,70700,23400,216500,372000,20100,12580,131500,78946,29364,331500
20111130,1847.51,69800,22950,213000,372500,20080,12340,133500,77848,29304,322500
20111201,1916.18,71500,23450,221500,394500,21480,12740,139000,71256,27859,346500
20111202,1916.04,72000,23100,221500,398000,21000,12920,141000,71883,28000,348500
20111205,1922.90,72400,23250,223000,394500,21320,13080,141500,72668,28301,350500
20111206,1902.82,72600,22750,226000,392000,20880,12880,133500,72668,27698,348000
20111207,1919.42,72600,22400,227000,397500,21120,13200,139500,69686,27417,328500
20111208,1912.39,71300,22050,223000,394500,21280,13700,136500,70628,27136,329000
20111209,1874.75,69800,21400,216000,388000,21060,13440,140000,67803,26735,316000
20111212,1899.76,68900,22250,219000,397000,21680,13720,149500,71256,27698,313500
20111213,1864.06,67000,22650,210500,389500,21000,13360,148500,71413,26916,313000
20111214,1857.75,66100,22850,209000,390000,20800,12940,144000,68431,27056,315500
20111215,1819.11,64800,22750,203500,384000,20300,12900,137500,67803,26655,312000
20111216,1839.96,66300,22150,208500,386500,20900,12980,139000,68274,27437,327000
20111219,1776.93,65000,20850,206000,380000,20140,12560,130500,65762,26594,310000
20111220,1793.06,67400,20750,208500,383500,20240,12560,132500,63408,25731,307500
20111221,1848.41,67800,21350,213000,389000,21140,13060,135500,69686,25832,320000
20111222,1847.49,68100,21150,213500,391500,21040,13100,135000,69372,25751,319500
20111223,1867.22,67900,21700,215000,393500,21360,13160,134000,68901,25651,333500
20111226,1856.70,67200,21600,214500,393500,21320,13080,133000,67646,25290,330000
20111227,1842.02,66200,21100,213000,391000,21460,13120,132500,68117,24808,324000
20111228,1825.12,66200,21150,213000,385500,21220,13120,134000,65919,24407,320000
20111229,1825.74,66700,21950,213000,380000,21160,13340,133500,66233,24086,317500
20120102,1826.37,66500,23450,212500,376000,21600,13460,137500,65605,24828,320000
20120103,1875.41,68100,23650,221500,387500,22100,13700,141000,68901,25511,330500
20120104,1866.22,68700,23850,223500,387500,21600,13500,138500,68901,24989,324500
20120105,1863.74,68400,24000,223500,392000,21100,13380,134000,67960,25210,331500
20120106,1843.14,66900,24400,219500,385500,20800,13360,134500,67960,24487,323500
20120109,1826.49,66600,23850,221500,378500,20320,13180,132500,67803,25129,319000
20120110,1853.22,68100,24350,226500,382500,20520,13280,133500,67803,26374,324000
20120111,1845.55,67700,24250,227000,385000,20420,12800,131500,69058,26494,323000
20120112,1864.57,68600,24150,229500,389000,20560,12580,133000,69686,25992,334000
20120113,1875.68,68600,25150,227500,393500,20920,12760,131000,69686,25149,344000
20120116,1859.27,68100,25400,226000,385500,20600,12560,129500,69058,25932,348500
20120117,1892.74,68800,25550,231000,394000,20720,12680,128500,70314,26594,358500
20120118,1892.39,66800,25250,226000,396000,20600,12940,129000,71413,26293,367500
20120119,1914.97,67500,26300,227500,407000,21440,13380,135500,72040,26293,378500
20120120,1949.89,67300,26950,232000,414500,22100,13620,138500,70157,25671,384000
20120125,1952.23,68500,27450,234000,421500,22280,13600,141500,68117,25230,377500
20120126,1957.18,69000,27050,229000,416500,22260,13280,144500,69058,25591,378000
20120127,1964.83,67100,26000,221000,423500,22500,13360,144500,67960,25892,382000
20120130,1940.55,66500,26250,216000,416500,22300,13200,140500,66233,26334,365000
20120131,1955.79,67500,26850,221000,414500,22140,13200,139500,66547,26474,374000
20120201,1959.24,66900,27200,218500,412000,21580,13160,145000,65919,25932,388000
20120202,1984.30,66700,27300,218000,418500,21600,13200,144500,66076,24908,411000
20120203,1972.34,66400,26300,216500,417000,21320,13000,142500,68274,24547,406500
20120206,1973.13,65100,26100,212500,412000,21480,13100,143000,69215,22982,405000
20120207,1981.59,67100,25400,219000,408000,21860,13260,141500,68587,23443,406500
20120208,2003.73,66700,26500,221500,407000,21840,13200,146000,66861,23644,420000
20120209,2014.62,66100,27050,220000,409000,21680,13200,150500,66704,23042,434000
20120210,1993.71,65900,27000,217500,416000,21240,12880,151500,68274,23584,418500
20120213,2005.74,68300,26850,221500,416000,21660,13040,153000,68274,24126,414000
20120214,2002.64,68500,27550,219000,415000,21600,13260,153000,68744,24146,416500
20120215,2025.32,69100,29000,218500,416000,22700,13640,147500,70628,23142,418000
20120216,1997.45,69000,28700,219000,406000,22700,13640,142000,69372,23082,403500
20120217,2023.47,72000,28850,223000,410000,23520,13880,144000,68901,22721,411500
20120220,2024.90,71600,28300,224000,413000,23500,13900,141500,67960,22259,421000
20120221,2024.24,72500,28300,226500,413000,23600,13880,141500,70000,22761,421000
20120222,2028.65,71600,29000,224000,414000,23940,13880,138000,72511,22982,409500
20120223,2007.80,70300,28850,219000,413000,23200,13440,136500,75336,23162,406000
20120224,2019.89,70100,28850,216500,418500,23600,13640,141000,74552,23684,405500
20120227,1991.16,67900,27950,210000,415500,23420,13720,138000,74708,23443,389000
20120228,2003.69,68500,29850,208500,414000,23700,13840,139000,72982,22881,395000
20120229,2030.25,70700,30200,216000,416000,24120,14020,138000,73296,22620,398500
20120302,2034.63,71700,30450,220000,424000,23640,14020,141000,74552,22580,404000
20120305,2016.06,71600,30050,220000,422000,23480,13800,138500,72982,22379,384500
20120306,2000.36,72000,29400,216500,409000,23600,13800,138500,73139,22299,382000
20120307,1982.15,71000,29100,213000,403500,23440,13720,136000,73924,22460,370500
20120308,2000.76,72500,29750,212000,401500,23600,13820,141000,71256,22841,380500
20120309,2018.30,72100,29800,212500,399000,24600,14100,142500,73139,23002,380500
20120312,2002.50,72100,29600,215500,395500,24200,13980,142000,75807,23082,367000
20120313,2025.04,73000,29300,223500,397000,24420,14540,144000,74865,22941,377500
20120314,2045.08,72700,29600,225000,398500,25000,14880,144000,74081,23784,377500
20120315,2043.76,72800,29250,228000,396500,25000,15240,142000,74395,24146,369000
20120316,2034.44,72000,28800,223000,395000,24760,15460,146000,73767,24005,373000
20120319,2047.00,71000,29300,224000,397500,25200,15700,145500,74865,23664,373000
20120320,2042.15,70800,29150,224000,399000,25340,15700,140000,75023,23182,373500
20120321,2027.23,71600,28900,225500,390000,24840,15420,137000,78318,24447,368000
20120322,2026.12,73100,29350,227000,385000,25160,15720,136000,76749,24387,359000
20120323,2026.83,72000,30150,225000,383500,25220,15940,137500,77377,24387,367500
20120326,2019.19,72800,30300,224000,381500,25500,15820,136000,78789,24688,348500
20120327,2039.76,72800,30450,226000,385000,26220,16340,137000,83341,24587,358000
20120328,2031.74,74800,30550,232500,382000,26040,16380,137000,82085,24387,360000
20120329,2014.41,75000,30500,236500,377500,25600,16000,137500,79574,24186,362000
20120330,2014.04,74100,29250,233000,380000,25500,15900,137000,81614,23905,370000
20120402,2029.29,75700,29350,240000,382500,25980,16100,139000,81300,23865,366500
20120403,2049.28,78300,30300,255000,380500,26700,16400,142000,81928,23202,369000
20120404,2018.61,78300,29400,253500,375000,26400,16180,141000,79574,22781,359500
20120405,2028.77,80900,29850,264000,372000,26600,16180,138500,86009,23805,350500
20120406,2029.03,79900,29250,264500,372500,26640,16120,139000,85381,24086,359500
20120409,1997.08,79800,28050,268500,366500,26340,15980,134500,84283,23283,351500
20120410,1994.41,77800,27750,261000,371500,26220,15640,131000,83184,22400,356000
20120412,1986.63,77500,27200,258500,376500,25460,15660,130000,83027,22480,368500
20120413,2008.91,78600,29000,258000,384500,25360,15900,134500,82242,23805,369500
20120416,1992.63,79100,29250,263000,381000,25180,15520,134500,81300,23965,362000
20120417,1985.30,78600,28300,259000,381000,24980,14920,136000,82399,24607,356000
20120418,2004.53,80500,28050,263500,380500,25860,15300,136500,82713,24607,347000
20120419,1999.86,80000,28800,259500,380000,26140,15260,137500,84439,24929,347500
20120420,1974.65,79900,27650,254000,378500,25640,15000,141500,83812,24286,315500
20120423,1972.63,78600,27800,250000,384500,25580,14840,140500,82242,24226,313000
20120424,1963.42,79300,27250,257000,383500,25660,14820,138500,78318,24286,305000
20120425,1961.98,79900,27050,257500,384500,26100,15340,141500,80202,24166,304000
20120426,1964.04,79600,27200,262000,382000,26800,15960,140500,80830,23423,305500
20120427,1975.35,80700,28050,260500,378500,27480,16120,151000,78946,21978,298000
20120430,1981.99,83400,28050,268500,375500,27800,16180,163000,80359,21275,284500
20120502,1999.07,83800,27350,268000,376000,28200,16180,160500,78475,20894,293500
20120503,1995.11,82400,27250,265500,374000,28020,16060,163000,80045,20272,301500
20120504,1989.15,80300,28150,257000,374000,27200,15520,163000,77534,21255,304000
20120507,1956.44,80900,27250,257500,370000,26840,15060,161500,76592,21597,294000
20120508,1967.01,81800,26650,255500,379500,26820,15000,166500,74865,20794,298000
20120509,1950.29,80800,26200,250000,385000,26620,15240,168000,79888,20613,286500
20120510,1944.93,79800,26600,250000,381500,26540,15240,167000,76906,22219,288000
20120511,1917.13,80600,25400,248000,384500,26060,15160,165500,75179,22219,278000
20120514,1913.73,80300,26100,250500,381000,26280,15240,166000,74865,22721,274500
20120515,1898.96,80800,25300,250500,381000,26220,14860,167000,72825,22660,269000
20120516,1840.53,77600,23050,240500,372500,24600,14200,154500,71256,22982,267000
20120517,1845.24,77700,24500,240500,368500,24460,14360,158500,69843,22279,282000
20120518,1782.46,73300,23600,229000,358500,23320,13860,156000,70314,21296,278500
20120521,1799.13,76100,23400,237000,357500,24180,14080,156500,71883,21255,280500
20120522,1828.69,76100,23550,237000,355000,24800,14680,156500,71883,21577,283000
20120523,1808.62,75500,22400,233500,351500,24420,14540,153500,72197,21376,275000
20120524,1814.47,75900,22400,233500,353500,24500,14320,152000,73453,20854,279000
20120525,1824.17,76400,22000,233000,356000,24500,14200,153500,72197,20292,292500
20120529,1849.91,77900,23450,237500,358500,24760,14360,155000,71099,20774,299000
20120530,1844.86,78500,23450,243000,362500,24520,14220,154000,73924,20493,298000
20120531,1843.47,80200,23100,244000,362000,24220,14220,153000,76121,20292,291000
20120601,1834.51,79400,22750,238000,357500,24660,14320,153500,75336,19931,282000
20120604,1783.13,76700,21550,234000,353000,23920,13740,149000,74081,18767,265500
20120605,1801.85,76900,21650,233500,357500,24060,13560,150000,74081,18726,267000
20120607,1847.95,78100,22550,240000,365000,25300,14480,152000,75964,19048,272500
20120608,1835.64,77000,21750,236500,370500,24940,14440,149500,78162,18486,270000
20120611,1867.04,77900,23050,240000,375500,25360,14800,154500,75650,19027,288000
20120612,1854.74,78100,23550,238500,368500,25100,14800,156000,76749,19971,287000
20120613,1859.32,78000,23650,238500,368000,25420,15040,157000,76906,19710,282000
20120614,1871.48,78300,23900,238000,376500,25220,15040,156000,76906,19268,288500
20120615,1858.16,77900,23400,240000,375000,24340,14680,152500,76278,19730,291000
20120618,1891.71,80000,23600,248500,380500,24860,14660,155500,76121,19469,296000
20120619,1891.77,80000,23850,253500,379500,24880,14820,155000,77377,20573,291500
20120620,1904.12,80000,24800,253500,382500,25040,15000,155500,77691,21035,294000
20120621,1889.15,78800,24550,250500,379000,24540,14820,154500,78162,20914,288500
20120622,1847.39,77500,24100,243000,370500,23640,14240,151500,75493,20553,278500
20120625,1825.38,77300,23050,241000,365500,22640,13840,149500,74081,20894,281500
20120626,1817.81,76100,23100,238500,359000,22780,13940,148500,73453,21055,288500
20120627,1817.65,73600,22800,231000,359000,23340,14180,148000,76121,21055,289500
20120628,1819.18,74300,23300,234000,358000,23360,14360,149000,76906,20954,290000
20120629,1854.01,74700,23850,232500,363500,24020,14980,151500,78475,20533,292000
20120702,1851.65,75300,23700,235500,366000,23480,14700,150000,76592,20131,291000
20120703,1867.82,73500,24300,231500,373000,23500,14740,148000,77534,20473,305500
20120704,1874.45,74500,24050,235500,377000,23820,14760,149500,80830,20332,302500
20120705,1875.49,74100,23800,233500,375000,23700,14740,147500,81928,20513,313500
20120706,1858.20,73700,24000,230000,375000,23220,14600,144000,80830,20613,313500
20120709,1836.13,72500,23700,228500,374000,22520,14040,141500,82713,20453,307000
20120710,1829.45,73100,23700,228000,372500,22540,14060,140000,79731,20473,301000
20120711,1826.39,73200,22950,225500,368500,22360,14040,141500,79574,21175,304500
20120712,1785.39,72300,22250,218500,357500,21820,13800,141000,77377,20673,294000
20120713,1812.89,74100,22400,226000,359500,22780,14200,143000,79731,20673,297000
20120716,1817.79,74300,21800,228500,361000,23040,14360,143000,79417,20272,302000
20120717,1821.96,73700,21300,223000,360500,23360,14600,142000,78632,20473,310000
20120718,1794.91,72900,20250,217500,356500,23080,14540,140500,79731,19991,305500
20120719,1822.96,75200,20400,224000,359000,23900,14760,143000,84439,20633,308500
20120720,1822.93,76000,21250,223000,358500,23820,14760,141500,83498,20774,315000
20120723,1789.44,74200,20350,219000,359500,23240,14680,139500,85067,20914,302000
20120724,1793.93,76000,20800,223000,362500,23400,14900,139000,84283,22018,298500
20120725,1769.31,76300,20400,220000,353500,23160,14460,136000,83812,21978,292500
20120726,1782.47,76300,20400,223500,354500,23440,14580,136500,81457,21958,303000
20120727,1829.16,76400,21150,228500,358500,24660,14920,144000,86323,22219,309500
20120730,1843.79,76000,21300,232500,357500,25500,15440,141000,84596,22078,307000
20120731,1881.99,78100,21700,237000,364500,26180,16180,142500,86323,22199,314000
20120801,1879.93,78200,21500,237500,368500,26000,15840,144500,86951,22159,310000
20120802,1869.40,77800,21550,238500,368000,25260,15500,141500,85852,22440,311000
20120803,1848.68,75500,20950,233000,365000,24860,15120,139500,86009,22520,306000
20120806,1885.88,76500,21750,233500,366500,25960,15560,140500,85381,22440,317000
20120807,1886.80,75900,22000,236500,366000,25880,15500,142000,82399,21597,316500
20120808,1903.23,75800,22750,236000,372000,26400,15740,142000,82870,20834,321000
20120809,1940.59,78000,22900,244000,381000,26800,15740,145500,82713,20794,327500
20120810,1946.40,78800,23000,247000,385000,26960,15740,145500,78632,20573,324500
20120813,1932.44,78100,22700,246000,383500,26500,15560,146500,77377,20774,314500
20120814,1956.96,78500,22900,250000,387000,26900,15700,146500,79731,20814,319500
20120816,1957.91,76900,22200,245000,387500,26900,15660,147000,80673,20854,323500
20120817,1946.54,77200,22500,245500,387000,25900,15020,147000,80673,21476,328000
20120820,1946.31,76800,22550,242000,391000,25660,14820,151500,82399,21476,323500
20120821,1943.22,77700,23100,243000,385500,25640,15180,148500,82242,21476,319500
20120822,1935.19,78100,22850,244000,382000,25280,15200,147500,82085,20854,319000
20120823,1942.54,78100,22400,245500,382000,25740,15220,146000,83812,21155,310000
20120824,1919.81,76500,21800,244000,374500,25500,15060,144000,81300,20693,312500
20120827,1917.87,76800,21700,247000,378000,23600,13980,141500,83341,21255,315000
20120828,1916.33,76500,21300,243500,379000,23900,14160,142000,81928,21356,311500
20120829,1928.54,76800,21450,246000,376000,24600,14460,143000,81300,21998,306500
20120830,1906.38,75500,21200,246000,367000,24300,14160,141500,82556,22038,300500
20120831,1905.12,74100,21200,240500,369000,24660,14580,143000,81457,22741,301000
20120903,1912.71,75600,21400,241500,366000,24360,14500,144500,81614,22881,305000
20120904,1907.13,73700,21500,236000,363000,24360,14720,147500,83184,22681,305500
20120905,1874.03,71800,21200,227000,358000,23780,14660,147500,81614,22440,298000
20120906,1881.24,72000,20900,227500,356500,23920,14760,147500,83969,22861,298500
20120907,1929.58,73100,22500,236000,364000,25000,15340,148000,82713,23222,313000
20120910,1924.70,72900,22250,236500,365500,25000,15400,147500,81457,22139,311000
20120911,1920.00,72700,21950,235000,365500,25120,15280,145500,83184,21998,308500
20120912,1950.03,72600,22200,235500,368000,25880,15540,146000,87108,22078,313000
20120913,1950.69,73400,21850,234500,368500,26020,15580,147500,86951,21777,313500
20120914,2007.58,76100,22950,246000,380000,26720,15760,150000,87736,21998,326000
20120917,2002.35,76400,22950,248000,375500,26300,15540,148500,83812,21516,332000
20120918,2004.96,75600,22850,248500,374500,26300,15380,148000,84439,22038,335500
20120919,2007.88,73300,23500,243000,376500,26280,15240,152000,85381,22098,337000
20120920,1990.33,73000,23900,242000,377500,25740,14960,150500,86951,21777,327000
20120921,2002.37,73200,23850,241000,381000,26040,15140,152000,86951,21958,329500
20120924,2003.44,73700,23500,245000,377000,26540,15480,156500,89305,21577,327000
20120925,1991.41,72500,22900,244500,375000,26540,15420,155500,86323,21637,327500
20120926,1980.44,71900,22750,247000,371000,26500,15340,153000,84910,21617,325000
20120927,1988.70,69800,22900,248500,367500,26760,15420,154000,86794,22179,330000
20120928,1996.21,69400,22750,252000,365500,26920,15780,158500,91188,22781,331500
20121002,1996.03,71800,22500,246500,365500,27380,15840,157000,87736,22620,336000
20121004,1992.68,72000,23150,244500,367000,27340,15600,159500,86323,22118,334000
20121005,1995.17,71700,23250,242500,365000,27400,15660,156500,88834,22761,334000
20121008,1981.89,71000,23700,237500,358000,27460,15660,153500,87265,22781,329000
20121009,1979.04,71300,23550,236500,357500,27440,15580,156500,86323,22279,317500
20121010,1948.22,70300,23000,237000,352500,26500,15260,151500,85224,21015,312000
20121011,1933.09,69500,22900,233000,350000,26080,14960,150500,86951,21015,313000
20121012,1933.26,68200,22550,228500,351500,25920,15060,148000,84596,20392,314000
20121015,1925.59,66100,22250,225500,352000,26000,15200,145500,86637,21075,314000
20121016,1941.54,67000,22850,227500,352500,26600,15400,146000,87108,21476,316500
20121017,1955.15,67300,23500,229500,355000,26720,15660,149000,84596,21296,324000
20121018,1959.12,68700,23550,230000,357500,26740,15740,150500,80359,19088,329500
20121019,1943.84,66800,23300,228000,357000,26040,15440,151000,80516,18967,332500
20121022,1941.59,66200,23400,226000,356000,26300,15600,149000,81614,18947,323000
20121023,1926.81,65300,23050,223000,348500,26260,15760,144500,80045,18566,311000
20121024,1913.96,62400,24000,218000,343500,26000,15540,144000,81457,18606,305000
20121025,1924.50,66000,24300,226500,342000,26440,15920,146500,82870,18566,299500
20121026,1891.43,62300,24100,226500,342000,25740,15660,144000,78162,18245,288500
20121029,1891.52,59800,24100,219500,344500,25980,15800,143500,78318,18265,290500
20121030,1899.58,61200,24300,225000,342500,25960,15920,144000,77691,18445,294000
20121031,1912.06,60600,24850,224500,343500,26200,15840,137000,79260,18807,306000
20121101,1898.44,60100,25500,216000,336000,25940,15800,137500,79417,18726,306000
20121102,1918.72,60500,25950,215000,337500,26540,15900,137500,78162,18566,314500
20121105,1908.22,56300,26150,199500,334000,26820,15800,143500,80045,18686,310500
20121106,1928.17,57200,25900,208000,335500,26980,15900,146500,79888,18325,315500
20121107,1937.55,58800,26000,212500,336000,27240,15980,148500,79574,18024,316000
20121108,1914.41,57500,26050,213000,331500,27000,15940,146500,81614,17863,305500
20121109,1904.41,56600,25400,214000,326500,26820,15760,150500,79888,17261,307500
20121112,1900.87,56500,25300,216500,323000,26900,15580,149500,80673,17201,305500
20121113,1889.70,55300,25350,212000,325000,26980,15660,148500,78789,17121,302000
20121114,1894.04,55300,26600,216500,325000,27100,15900,149000,74081,16860,296000
20121115,1870.72,54900,26150,211500,318000,26620,15780,149000,75650,16940,296000
20121116,1860.83,58200,24950,215500,316000,26140,15700,151500,76592,16860,295000
20121119,1878.10,56800,25200,214000,317000,26640,15800,151500,77534,17060,297000
20121120,1890.18,55500,25350,212500,316500,27280,16140,151000,82399,17622,300000
20121121,1884.04,54700,24900,212500,308000,27680,16340,152500,82085,17442,296500
20121122,1899.50,55800,25600,210000,309000,28340,16580,153000,82242,17482,296500
20121123,1911.33,57400,25700,216500,313500,28740,16780,155000,83341,17703,301000
20121126,1908.51,57800,25800,217000,318000,28080,16560,154000,83184,17944,306000
20121127,1925.20,59500,25550,225000,319500,28320,16540,153000,80830,17843,309000
20121128,1912.78,59200,25350,224500,312500,28260,16380,155500,80359,17924,306500
20121129,1934.85,62000,25400,230500,319500,28280,16640,155000,79731,17703,314000
20121130,1932.90,61900,24400,225500,323500,28120,16480,155500,79103,17040,312000
20121203,1940.02,62600,24400,228500,324500,28600,16800,156000,82242,17241,314000
20121204,1935.18,62300,24450,228000,318500,28600,16900,156000,82713,17783,310500
20121205,1947.04,62300,24850,226500,322000,29100,17180,154000,79417,18164,314000
20121206,1949.62,61500,24850,229500,331500,29080,17100,151500,73139,17783,319500
20121207,1957.45,60900,25900,226000,338000,29600,17080,153000,74708,18345,320000
20121210,1957.42,61500,26000,227500,337000,29820,17300,152500,75964,18365,318000
20121211,1964.62,62300,25950,228500,342500,29520,17160,152500,75964,18445,327000
20121212,1975.44,61200,26050,227000,345000,29800,17220,151500,73767,18405,329000
20121213,2002.77,61800,26250,230500,347000,30660,17540,154000,75179,18465,330000
20121214,1995.04,61400,26200,229500,350000,30300,17640,156000,74081,18425,328000
20121217,1983.07,59200,26650,225000,353000,30060,17140,153000,71256,17783,324500
20121218,1993.09,58700,26500,224000,354500,30300,17260,154500,72511,17903,332500
20121220,1999.50,58100,26300,222500,355500,30060,17080,156000,67960,17863,339000
20121221,1980.42,57800,25400,222500,351000,28840,16800,153000,71256,17843,337500
20121224,1981.82,57800,25150,222500,350000,29480,17000,153500,72197,18064,334000
20121226,1982.25,58000,25450,223000,351500,29400,16780,153000,70942,17743,332000
20121227,1987.35,57200,25750,223000,348500,29920,16840,152000,70628,17903,329000
20121228,1997.05,56500,25750,218500,349000,30440,17040,151000,71256,18285,330000
20130102,2031.10,56300,26600,216000,360500,31520,17220,152500,71413,18726,340000
20130103,2019.41,54600,26650,206000,370000,30860,17200,155500,69372,18807,342500
20130104,2011.94,53600,26350,206000,367000,30500,16920,157000,71099,20051,331000
20130107,2011.25,54000,25900,208500,369000,30400,17200,153500,75336,20814,325500
20130108,1997.94,54500,26250,210000,364000,30000,17200,154000,74395,20673,325500
20130109,1991.81,54400,26050,207500,361000,30000,17000,155000,73296,20573,324000
20130110,2006.80,54900,26800,209500,360500,30600,17280,154000,71883,20874,327500
20130111,1996.67,53700,27100,206000,359500,30660,17260,150500,71726,20734,324000
20130114,2007.04,53500,26950,209000,362000,31040,17120,149000,74395,20874,318500
20130115,1983.74,53400,25950,209000,358500,30240,16900,148500,73610,20432,316000
20130116,1977.45,54600,26200,210500,356500,29840,16960,149000,72825,20533,313500
20130117,1974.27,55000,25900,212500,355500,29380,16760,148000,73610,20653,318500
20130118,1987.85,54200,25600,213500,357000,29600,16820,146000,74395,20673,317500
20130121,1986.86,53400,25750,210500,358000,29080,16960,145000,76278,20613,316000
20130122,1996.52,54300,25050,214500,361500,29600,17120,146000,77377,20673,312500
20130123,1980.41,54200,24650,218000,360500,29460,17000,147000,77691,20974,312000
20130124,1964.48,52300,24250,208000,365500,29060,16840,143000,77534,20673,310500
20130125,1946.69,49750,24200,201000,367000,28340,16560,143000,78005,20673,309000
20130128,1939.71,49000,24400,198500,356000,27440,16160,141000,78162,20673,309000
20130129,1955.96,51500,24200,206500,355500,28180,16340,141500,76121,20814,313000
20130130,1964.43,50500,24350,203500,358000,28800,16820,143000,76749,20874,302000
20130131,1961.94,51700,24400,205000,356500,28960,16960,142500,75650,20493,304500
20130201,1957.79,52000,24200,206500,360000,28820,17040,140000,77220,21075,302500
20130204,1953.21,50700,24300,203500,359500,28740,17280,138000,76278,21215,302500
20130205,1938.18,51000,23700,203500,354000,28700,17280,138000,72668,20934,298000
20130206,1936.19,49950,24500,199500,354000,28540,17340,139000,71099,21737,292500
20130207,1931.77,49900,24850,200000,355000,28400,17100,137500,73296,21577,292500
20130208,1950.90,52100,24750,209500,357500,29240,17600,140000,74081,21777,295500
20130212,1945.79,51900,25000,211500,355500,29360,17680,140500,73767,21797,296500
20130213,1976.07,53900,25500,216500,360000,29740,17880,141500,76435,22018,302000
20130214,1979.61,54000,25700,216500,363500,29800,18000,141500,76278,20673,302500
20130215,1981.18,53800,25650,213500,364000,29960,18160,140500,77377,19891,304000
20130218,1981.91,52500,25900,209500,365000,29800,17940,140000,77063,19770,306000
